Station,Station Name,Country,Watershed-Area,Latitude,Longitude,YR-MaxFlow-2020,Specific-YR-MaxFlow-2020,GM-MaxFlow-2020,Specific-GM-MaxFlow-2020,NGM-MaxFlow-2020,Specific-NGM-MaxFlow-2020,YR-MinFlow-2020,Specific-YR-MinFlow-2020,GM-MinFlow-2020,Specific-GM-MinFlow-2020,NGM-MinFlow-2020,Specific-NGM-MinFlow-2020,YR-MedianFlow-2020,Specific-YR-MedianFlow-2020,GM-MedianFlow-2020,Specific-GM-MedianFlow-2020,NGM-MedianFlow-2020,Specific-NGM-MedianFlow-2020,YR-Q95Flow-2020,Specific-YR-Q95-2020,GM-Q95Flow-2020,Specific-GM-Q95-2020,NGM-Q95Flow-2020,Specific-NGM-Q95-2020,YR-Q5Flow-2020,Specific-YR-Q5-2020,GM-Q5Flow-2020,Specific-GM-Q5-2020,NGM-Q5Flow-2020,Specific-NGM-Q5-2020,YR-BFI-2020,GM-BFI-2020,NGM-BFI-2020,YR-DOY-MaxFlow-2020,GM-DOY-MaxFlow-2020,NGM-DOY-MaxFlow-2020,YR-DOY-MinFlow-2020,GM-DOY-MinFlow-2020,NGM-DOY-MinFlow-2020,YR-RBI-2020,GM-RBI-2020,NGM-RBI-2020,YR-CVQ-2020,GM-CVQ-2020,NGM-CVQ-2020
02GA029,THAMES RIVER NEAR DUTTON,Canada,3815.707943,42.73069,-81.57747,36.5,0.826478349,5.0300002,0.113895514,36.5,0.826478349,0.41299999,0.009351659,0.41299999,0.009351659,0.46599999,0.010551751,1.42,0.032153404,0.82300001,0.018635389,2.3349999,0.052871969,6.56599996,0.148675529,2.94000006,0.066571134,7.86849999,0.178168353,0.50300002,0.011389551,0.472599994,0.010701196,7.86849999,0.178168353,0.491605676,0.461593487,0.483708308,13,140,13,272,272,275,0.19,0.16,0.21,1.4044,0.7298,1.2773
02GA030,MCGREGOR CREEK NEAR CHATHAM,Canada,203.7962393,42.3835,-82.09506,5.5,2.33174077,0.60500002,0.256491493,5.5,2.33174077,0.022,0.009326963,0.022,0.009326963,0.046999998,0.019925784,0.111,0.047058768,0.061999999,0.026285077,0.146,0.061897119,0.516399988,0.218929256,0.247600004,0.104970732,0.586450021,0.248627168,0.035999998,0.015262302,0.0286,0.012125052,0.586450021,0.248627168,0.463435279,0.447215252,0.448582721,12,139,12,237,237,285,0.42,0.36,0.44,2.1092,1.0077,1.9594
02GA031,OXBOW CREEK NEAR KILWORTH,Canada,85.66296022,42.966,-81.41803,5.54,5.58766588,1.03,1.038862068,5.54,5.58766588,0.14,0.141204553,0.14,0.141204553,0.15899999,0.160368018,0.336,0.338890927,0.23999999,0.242064938,0.605749998,0.61096184,1.36,1.371701371,0.645599994,0.651154704,1.5705,1.584012503,0.163,0.164402444,0.152,0.1533078,1.5705,1.584012503,0.487555604,0.448757183,0.468723634,12,140,12,270,270,285,0.13,0.13,0.14,0.9672,0.5458,0.8988
02GA039,THAMES RIVER NEAR EALING,Canada,1338.100895,42.97356,-81.20858,151,9.749937429,16.799999,1.084761186,151,9.749937429,0.037,0.002389058,0.037,0.002389058,0.264,0.017046248,1.3200001,0.085231248,0.228,0.01472176,2.47,0.159485731,13.44,0.867809,2.28200006,0.14734674,27.63499955,1.784367659,0.0702,0.004532752,0.0516,0.003331767,27.63499955,1.784367659,0.384371055,0.38928901,0.379655553,11,140,11,238,238,286,0.64,0.56,0.65,3.0494,2.2701,2.421
02GA043,MIDDLE THAMES RIVER AT THAMESFORD,Canada,262.4022353,43.05911,-80.99486,1.59,0.523532126,0.37599999,0.12380382,1.59,0.523532126,0.071000002,0.02337785,0.071000002,0.02337785,0.094999999,0.031280221,0.14,0.046097168,0.098999999,0.032597283,0.163500005,0.053834909,0.341400008,0.11241124,0.211199994,0.069540869,0.370000004,0.121828232,0.078000002,0.025682709,0.075000003,0.024694913,0.370000004,0.121828232,0.480355876,0.456200884,0.473102716,11,122,11,213,213,286,0.23,0.2,0.25,0.8397,0.4709,0.8335
02GA047,NORTH THAMES RIVER NEAR MITCHELL,Canada,315.3971446,43.45042,-81.20678,95,26.02433199,12.8,3.50643631,95,26.02433199,1.6900001,0.462959196,1.6900001,0.462959196,2.3800001,0.651978029,5.4000001,1.479277846,3.27,0.895784901,7.5799999,2.076467725,22.88,6.267754905,8.99000016,2.462723671,30.78500055,8.433253417,2.21,0.605408144,2.1119999,0.578561964,30.78500055,8.433253417,0.481681504,0.364979084,0.469820707,13,215,13,239,239,286,0.16,0.19,0.15,1.2256,0.562,1.0973
02GB001,NORTH THAMES RIVER NEAR THORNDALE,Canada,1323.296042,43.14931,-81.19214,830,54.19195533,94.699997,6.183106033,830,54.19195533,18.200001,1.188305592,18.200001,1.188305592,23.700001,1.54740891,38.799999,2.533310618,27.299999,1.782458225,50.75,3.313544257,171,11.16484863,53.5399992,3.495707524,227.25,14.8374962,20.5599998,1.342393483,19.1200006,1.248373757,227.25,14.8374962,0.48083185,0.449351863,0.47597579,13,141,13,214,214,286,0.2,0.13,0.22,1.345,0.3956,1.2284
02GB006,THAMES RIVER AT INGERSOLL,Canada,509.9464344,43.04128,-80.88617,37.200001,6.302779801,4.71,0.798013228,37.200001,6.302779801,0.139,0.023550709,0.139,0.023550709,0.20299999,0.034394199,0.90700001,0.153672613,0.30500001,0.051676017,1.42500005,0.241437131,5.68599998,0.963376475,2.5,0.4235739,7.438000055,1.260217077,0.170400002,0.028870797,0.155800006,0.026397126,7.438000055,1.260217077,0.412449183,0.476753494,0.374381286,13,141,13,270,270,286,0.27,0.19,0.29,1.7855,1.1823,1.529
02GB008,THAMES RIVER AT INNERKIP,Canada,148.8551636,43.21531,-80.69186,77.800003,45.15745438,11.5,6.674944798,77.800003,45.15745438,0.52999997,0.307627873,0.52999997,0.307627873,0.93599999,0.543282458,2.5899999,1.503313597,0.93300003,0.541541191,4.0000001,2.321719988,12.94,7.510763973,5.91799994,3.434984601,15.135,8.784807785,0.607200006,0.352437089,0.583800006,0.338855027,15.135,8.784807785,0.483333544,0.475329695,0.477960654,13,141,13,236,236,286,0.22,0.15,0.24,1.5393,1.0655,1.3202
02GB010,REYNOLDS CREEK NEAR PUTNAM,Canada,145.1354907,42.98156,-80.95461,19.799999,11.78705433,4.3200002,2.571721193,19.799999,11.78705433,0.12899999,0.076794443,0.12899999,0.076794443,0.17399999,0.103583204,0.77399999,0.460766686,0.31299999,0.186330711,1.395,0.830451597,5.93400004,3.532544666,2.7640001,1.645425302,8.499999755,5.060099189,0.1912,0.11382247,0.1676,0.099773253,8.499999755,5.060099189,0.475961515,0.492794987,0.469019352,13,140,13,250,250,275,0.24,0.19,0.26,1.518,1.3167,1.2672
02GC002,STONEY CREEK AT LONDON,Canada,37.32681254,43.022,-81.25344,132,305.539081,16.6,38.42385413,132,305.539081,0.102,0.236098381,0.102,0.236098381,0.29100001,0.673574815,1.4,3.240566011,0.36500001,0.844861876,2.5999999,6.018193788,13.76,31.8501345,3.96800004,9.184690043,21.545,49.86999621,0.154600002,0.35785108,0.14,0.324056601,21.545,49.86999621,0.411700088,0.420676234,0.408364892,12,140,12,271,271,277,0.61,0.5,0.64,2.5373,2.2319,2.1106
02GC006,KETTLE CREEK AT ST. THOMAS,Canada,330.8813688,42.77769,-81.214,33.900002,8.851994851,10.2,2.663431922,33.900002,8.851994851,0.99400002,0.259554057,0.99400002,0.259554057,1.4,0.365569087,2.99,0.780751122,1.58,0.412570827,4.7650001,1.244240527,9.7620003,2.5490611,6.89599992,1.800688855,11.335,2.959804003,1.18199994,0.308644742,1.086,0.283577163,11.335,2.959804003,0.483690252,0.484634611,0.467590227,13,141,13,213,213,275,0.13,0.11,0.14,0.8669,0.7725,0.7728
02GC007,BIG CREEK NEAR DELHI,Canada,369.8316811,42.83772,-80.50989,40.900002,9.555049914,14.3,3.34076301,40.900002,9.555049914,2.29,0.534989321,2.29,0.534989321,3.4200001,0.798979708,5.8899999,1.376020545,3.49,0.81533307,9.0474999,2.113675035,15.4,3.59774478,11.72,2.738023949,16.925001,3.954015194,2.6440001,0.61769075,2.44600004,0.571434018,16.925001,3.954015194,0.473420018,0.468195634,0.457561167,14,123,14,191,191,275,0.09,0.1,0.1,0.6488,0.6022,0.5358
02GC008,BIG CREEK NEAR WALSINGHAM,Canada,566.7337733,42.68561,-80.53847,8.1800003,1.247061776,4.1599998,0.634202512,8.1800003,1.247061776,0.73699999,0.112357516,0.73699999,0.112357516,0.903,0.137664638,1.5599999,0.237825938,1.16,0.17684494,2.1800001,0.33234654,3.30799992,0.504312971,2.39399998,0.364971364,3.9045001,0.595250935,0.916600014,0.139737995,0.890599978,0.135774224,3.9045001,0.595250935,0.468459899,0.472850416,0.450592825,12,122,12,270,270,286,0.11,0.11,0.12,0.4995,0.4115,0.4589
02GC010,LYNN RIVER AT SIMCOE,Canada,143.7553595,42.82333,-80.28944,80.800003,48.56250427,13.8,8.294090767,80.800003,48.56250427,0.72399998,0.435139243,0.72399998,0.435139243,1.11,0.667133388,2.4400001,1.466491471,1.35,0.811378445,3.69500005,2.220772884,12.84,7.71711054,5.54999996,3.335666915,16.445,9.883791498,0.93779999,0.563637554,0.85339999,0.512911375,16.445,9.883791498,0.45903076,0.457428614,0.429279981,12,140,12,235,235,319,0.29,0.17,0.32,1.5656,0.9631,1.4348
02GC011,BIG OTTER CREEK AT TILLSONBURG,Canada,354.1052234,42.85731,-80.72358,25,6.099881779,6.0700002,1.481051345,25,6.099881779,0.048,0.011711773,0.048,0.011711773,0.13699999,0.03342735,0.86799997,0.211787888,0.191,0.046603097,1.505,0.367212883,4.64999986,1.134577977,2.38999994,0.583148683,6.11450001,1.491909088,0.088,0.021471584,0.07,0.017079669,6.11450001,1.491909088,0.482336054,0.444092123,0.46846518,13,141,13,236,236,277,0.26,0.22,0.27,1.562,1.5387,1.326
02GC017,BIG CREEK NEAR KELVIN,Canada,154.0392511,42.98681,-80.44469,22,12.33971203,5.0999999,2.860569551,22,12.33971203,0.086999997,0.04879795,0.086999997,0.04879795,0.17900001,0.10040039,0.57800001,0.324197894,0.219,0.122836224,1.035,0.580527361,3.458,1.939578373,1.54199994,0.8649016,3.927000055,2.202638628,0.1332,0.074711347,0.1198,0.067195341,3.927000055,2.202638628,0.474917414,0.484795541,0.459109953,12,140,12,234,234,286,0.31,0.25,0.34,1.5735,1.4342,1.3692
02GC018,BIG OTTER CREEK ABOVE OTTERVILLE,Canada,101.0806372,42.96583,-80.54258,93.800003,80.17678246,5.9000001,5.043102445,93.800003,80.17678246,0.081,0.069235812,0.081,0.069235812,0.17900001,0.153002606,0.99800003,0.853053611,0.28999999,0.247881294,2.29499995,1.961681299,9.79599972,8.373259204,1.782,1.523187865,15.93500045,13.62065057,0.1302,0.111290157,0.1216,0.103939194,15.93500045,13.62065057,0.416458307,0.420685257,0.418587741,12,139,12,271,271,286,0.56,0.34,0.59,2.498,1.5651,1.9983
02GC021,CATFISH CREEK NEAR SPARTA,Canada,294.4971293,42.74608,-81.05694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02GC022,VENISON CREEK NEAR WALSINGHAM,Canada,93.15285723,42.65336,-80.54844,14.2,13.1706105,5.6799998,5.268244016,14.2,13.1706105,0.048999999,0.04544788,0.048999999,0.04544788,0.21799999,0.202196687,0.97100002,0.900610075,0.248,0.23002193,1.8099999,1.678788993,5.29199988,4.908371071,2.7400001,2.541371416,6.0779999,5.637392206,0.1552,0.143949208,0.1044,0.096831812,6.0779999,5.637392206,0.452876641,0.483216567,0.306415479,12,122,12,250,250,275,0.27,0.22,0.3,1.1991,1.3899,0.9491
02GC026,NANTICOKE CREEK AT NANTICOKE,Canada,177.1669978,42.80992,-80.07617,88.099998,42.96420847,19.5,9.509671784,88.099998,42.96420847,1.75,0.853432083,1.75,0.853432083,2.5,1.21918869,4.96,2.418870361,2.8499999,1.389875058,8.61000015,4.198885922,23.299999,11.36283811,9.96199994,4.858223064,28.665,13.97921752,2.04999998,0.999734716,1.92000006,0.936336943,28.665,13.97921752,0.456755309,0.410346908,0.432051685,13,123,13,236,236,286,0.21,0.15,0.24,1.132,0.8189,0.9785
02GC029,BIG OTTER CREEK NEAR CALTON,Canada,664.5470657,42.71067,-80.84081,42.700001,5.551570802,5.6700001,0.737175791,42.700001,5.551570802,0.022,0.002860294,0.022,0.002860294,0.111,0.014431483,0.50800002,0.066046792,0.075999998,0.009881015,0.943999975,0.122732613,5.55999992,0.722874297,0.80200001,0.10427072,9.26099971,1.204053733,0.035,0.004550468,0.026600001,0.003458356,9.26099971,1.204053733,0.466047663,0.326205628,0.46340865,12,139,12,239,239,275,0.61,0.52,0.62,2.525,2.4403,1.994
02GC030,KETTLE CREEK ABOVE ST. THOMAS,Canada,134.0810281,42.83519,-81.13472,38.5,24.80887898,2.96,1.907383943,38.5,24.80887898,0.046999998,0.030286163,0.046999998,0.030286163,0.067000002,0.043173895,0.43099999,0.277730561,0.152,0.097946743,1.189999975,0.76681988,5.1620001,3.326323008,0.951799994,0.613327036,9.06250032,5.839752564,0.061999999,0.03995196,0.0546,0.035183501,9.06250032,5.839752564,0.438410262,0.446623466,0.418997917,12,122,12,270,270,283,0.53,0.28,0.56,2.3117,1.4667,1.856
02GC031,CATFISH CREEK AT AYLMER,Canada,126.7011717,42.77375,-80.98267,33.900002,23.11707251,9.4300003,6.430501115,33.900002,23.11707251,0.011,0.007501115,0.011,0.007501115,0.035,0.023867183,0.39399999,0.268676277,0.086999997,0.059326995,0.672499985,0.458590855,4.46199992,3.042724767,1.416,0.965598016,5.528499845,3.769991865,0.0244,0.016638836,0.017000001,0.011592632,5.528499845,3.769991865,0.381834563,0.452116896,0.394012662,12,217,12,189,189,285,0.66,0.69,0.66,2.4294,2.8913,2.0948
02GD001,DODD CREEK BELOW PAYNES MILLS,Canada,99.56096483,42.78739,-81.2675,252,218.6881177,56.799999,49.29160662,252,218.6881177,1.61,1.397174086,1.61,1.397174086,3.1199999,2.707567085,9.0699997,7.871036359,4.7800002,4.148131931,13.55,11.75882538,53.5599988,46.47990208,16.6199996,14.4230017,62.03500155,53.83459414,2.69800008,2.341351425,2.4000001,2.082744065,62.03500155,53.83459414,0.47532555,0.479962061,0.466036102,12,140,12,271,271,286,0.26,0.25,0.27,1.53,0.9937,1.335
02GD003,GRAND RIVER AT BRANTFORD,Canada,5200.519621,43.13272,-80.26731,351,5.831417283,39.599998,0.657903455,351,5.831417283,1.96,0.0325629,1.96,0.0325629,1.96,0.0325629,6.46,0.10732466,3.76,0.062467604,11.8,0.196041949,61.7400012,1.025731368,12.34,0.20501336,82.06999755,1.363488325,2.236,0.037148288,2.11000002,0.035054959,82.06999755,1.363488325,0.412390382,0.458545706,0.396236805,12,141,12,190,190,286,0.3,0.22,0.32,2.0069,1.0028,1.6816
02GD004,HORNER CREEK NEAR PRINCETON,Canada,165.1076811,43.17394,-80.55264,112,58.60902373,17.700001,9.262319452,112,58.60902373,0.259,0.135533367,0.259,0.135533367,0.52200001,0.273159919,1.65,0.86343651,0.61900002,0.323919526,2.49,1.303004188,13.3,6.959821568,2.9160001,1.525927849,17.33500055,9.071316595,0.32200001,0.168500948,0.280199998,0.146627217,17.33500055,9.071316595,0.408571584,0.488488835,0.371343182,12,140,12,213,213,286,0.4,0.3,0.43,2.3174,1.6002,1.9806
02GD009,FAIRCHILD CREEK NEAR BRANTFORD,Canada,388.643412,43.14739,-80.15461,5.1799998,1.15157486,2.3099999,0.513540138,5.1799998,1.15157486,0.50999999,0.113378994,0.50999999,0.113378994,0.54500002,0.121159912,1.29,0.286782167,1.16,0.257881639,1.385,0.307901784,4.64400006,1.032415816,1.63,0.362368165,4.74449989,1.054758109,0.608599984,0.135298932,0.654599974,0.145525271,4.74449989,1.054758109,0.451878114,0.369408625,0.413090249,25,138,25,134,134,328,0.06,0.06,0.06,0.6584,0.3293,0.6303
02GD010,WHITEMANS CREEK NEAR MOUNT VERNON,Canada,385.8653902,43.12625,-80.38372,66.599998,14.91255752,6.52,1.459908078,66.599998,14.91255752,0.028000001,0.006269544,0.028000001,0.006269544,0.118,0.026421649,0.71100003,0.159201639,0.204,0.045678105,1.22,0.273172984,5.98000002,1.33899545,1.246,0.278994703,7.820500055,1.751106012,0.069399999,0.015539512,0.048999999,0.010971702,7.820500055,1.751106012,0.425362975,0.305742394,0.419928859,12,223,12,213,213,275,0.48,0.52,0.48,2.623,1.7108,2.1541
02GD011,MCKENZIE CREEK NEAR CALEDONIA,Canada,172.7843168,43.03394,-79.94981,16.4,8.200744293,4.8099999,2.405218246,16.4,8.200744293,0.162,0.081007352,0.162,0.081007352,0.29499999,0.147513383,0.69099998,0.34553135,0.44,0.220019969,0.978000015,0.489044393,3.0979999,1.549140549,1.27,0.635057637,4.382499965,2.191448877,0.218199992,0.109109899,0.186799994,0.093408475,4.382499965,2.191448877,0.477033765,0.482922391,0.468840869,12,140,12,235,235,285,0.31,0.3,0.32,1.3379,1.043,1.2118
02GD014,IRVINE RIVER NEAR SALEM,Canada,168.3303441,43.6936,-80.44531,155,79.55784842,8.2600002,4.239663509,155,79.55784842,0.050999999,0.026177098,0.050999999,0.026177098,0.071000002,0.036442628,1.21,0.621064494,0.182,0.093416312,2.0599999,1.057349418,11.3,5.800023788,1.80200004,0.924924168,19.8700001,10.19880294,0.092,0.047221433,0.0796,0.040856805,19.8700001,10.19880294,0.336078111,0.435481801,0.314889489,12,140,12,214,214,291,0.59,0.36,0.61,3.4933,1.6414,2.8013
02GD015,NITH RIVER NEAR CANNING,Canada,1034.284598,43.18972,-80.45503,615,51.37464108,43.099998,3.600401509,615,51.37464108,0.82800001,0.06916781,0.82800001,0.06916781,1.8099999,0.151200155,5.1500001,0.430210417,2.7,0.225547205,10.25,0.856244018,51.099999,4.268689606,9.79000012,0.817817467,79.9800003,6.681209446,1.43199994,0.11962355,1.15199994,0.096233469,79.9800003,6.681209446,0.422874522,0.466333568,0.410634814,12,140,12,214,214,286,0.49,0.32,0.51,2.7679,1.1853,2.2942
02GD016,GRAND RIVER NEAR MARSVILLE,Canada,663.0145449,43.86172,-80.27222,75,9.773541244,11.2,1.459515492,75,9.773541244,1.23,0.160286076,1.23,0.160286076,1.66,0.216321046,3.1300001,0.407882468,2.04,0.265840322,4.46499995,0.581851482,19.82,2.582821166,5.29000016,0.689360463,24.700001,3.218753047,1.4299999,0.18634884,1.34,0.174620604,24.700001,3.218753047,0.483651833,0.475342558,0.463287138,12,140,12,238,238,277,0.21,0.16,0.22,1.3264,0.6468,1.1497
02GD018,SPEED RIVER BELOW GUELPH,Canada,567.859933,43.53372,-80.25222,54.599998,8.307400387,6.5,0.988976273,54.599998,8.307400387,0.152,0.02312683,0.152,0.02312683,0.211,0.032103691,0.64700001,0.098441178,0.34200001,0.052035368,0.942499995,0.143401559,5.1240001,0.779617619,1.496,0.227616693,6.46700001,0.983955318,0.210199992,0.03198197,0.196599996,0.029912728,6.46700001,0.983955318,0.386857148,0.488379479,0.368308366,12,140,12,214,214,285,0.51,0.43,0.53,2.679,1.374,2.3644
02GD021,GRAND RIVER BELOW SHAND DAM,Canada,784.7567242,43.73094,-80.34094,64.900002,7.145348361,9.0900002,1.000789153,64.900002,7.145348361,0.007,0.000770685,0.007,0.000770685,0.13,0.014312716,0.48899999,0.05383783,0.101,0.011119879,0.954,0.105033315,7.5860002,0.83520204,1.51000004,0.166247704,9.803999725,1.07939894,0.028999999,0.003192837,0.016200001,0.001783585,9.803999725,1.07939894,0.359457782,0.390060642,0.33184888,12,140,12,239,239,319,0.56,0.55,0.56,2.8551,2.405,2.3449
02GD027,NITH RIVER AT NEW HAMBURG,Canada,544.2440143,43.37722,-80.71081,33.099998,5.25470148,7.6100001,1.208105172,33.099998,5.25470148,0.104,0.016510241,0.104,0.016510241,0.31600001,0.050165735,1.14,0.180977645,0.461,0.07318482,1.5599999,0.247653604,7.17199984,1.138571615,1.762,0.279721588,10.7,1.698649826,0.143200006,0.022733333,0.1122,0.01781201,10.7,1.698649826,0.435701859,0.431279604,0.422741594,12,139,12,236,236,286,0.34,0.22,0.37,1.7081,1.2074,1.4773
02GD028,CANAGAGIGUE CREEK NEAR ELMIRA,Canada,114.0597169,43.57992,-80.50919,16.299999,12.34721558,2.05,1.552870766,16.299999,12.34721558,0.021,0.015907457,0.021,0.015907457,0.035999998,0.027269924,0.223,0.168922039,0.134,0.101504723,0.326999995,0.247701821,1.023199998,0.775071885,0.55280001,0.418744866,1.467000055,1.111249512,0.036199998,0.027421424,0.029599999,0.022421938,1.467000055,1.111249512,0.430263205,0.453154081,0.407813797,12,139,12,267,267,285,0.47,0.42,0.49,2.6086,1.2444,2.4449
02GE002,LAUREL CREEK AT WATERLOO,Canada,59.20546677,43.47192,-80.51427,668,974.8288992,111,161.9850416,668,974.8288992,5.1100001,7.45714936,5.1100001,7.45714936,8.0699997,11.77674989,21.299999,31.08361464,11.4,16.63630157,32.75,47.79288391,124.8,182.1237225,32.6400002,47.63235848,156.45,228.3113492,6.6199999,9.660729364,6.19599992,9.041975721,156.45,228.3113492,0.463642369,0.476018476,0.451800622,12,140,12,213,213,286,0.26,0.23,0.27,1.6281,0.8992,1.4008
